Tweet Scraped,Username,Description,Location,Followinf Count,Followers Count,Total Tweets,Retweet Count,Tweet Text,Hashtags Used
428,ayu_agarwal94,"'Journalist' by profession, 'human' by heart!
Currently with @ANI - Ex - @DDIndialive/@DDNewslive, @WIONews @HindustanTimes 
Quick grasper!Hard worker.","New Delhi, India",4994,846,8465,25,"Himachal Pradesh CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022 https://t.co/OGWVvDXW7j",[]
,Kalingatv,"When it comes to Breaking News, Kalinga TV leads the Way with 24x7 Coverage.","Odisha, India",183,172411,124952,2,#HimachalPradesh  votes today for #AssemblyElections2022 amidst tight security #kalingatv https://t.co/Ri06OTQgBD,"['HimachalPradesh', 'AssemblyElections2022', 'kalingatv']"
429,SouzaPathrose,Business,Mumbai,5011,603,30109,25,"Himachal Pradesh CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022 https://t.co/OGWVvDXW7j",[]
,rj3455,Be Realistic बात पते की...,,62,25,3055,0,@ANI #HimachalPradeshElection2022 : Cost of gas cylinders 1100/- INR : Still wish to vote for #BJP ⁉️  #AssemblyElections2022 #assemblypolls2022! Put mandate on 👇 https://t.co/TDDrbQ4B5x,"['HimachalPradeshElection2022', 'BJP', 'AssemblyElections2022', 'assemblypolls2022']"
430,Alokanand11,"#MAA Sita ke janambhumi se hu.
@Tripathiipankaj series addicted hu, 
tweets personal thought hai. 
don't mind.","Sitamarhi, India",681,271,28023,9,"Himachal Pradesh | People cast their votes for the Assembly election across the state; visuals from polling booth number 12, Dharamshala

Voting is underway for 68 Assembly constituencies in Himachal Pradesh

#AssemblyElections2022 https://t.co/DoFl7GfDdS",[]
,Alokanand11,"#MAA Sita ke janambhumi se hu.
@Tripathiipankaj series addicted hu, 
tweets personal thought hai. 
don't mind.","Sitamarhi, India",681,271,28023,5,"Voting for #HimachalPradeshElection2022 has begun. Visuals from a polling station in Samirpur, Hamirpur. 

#AssemblyElections2022 https://t.co/P2iZwhcUv6","['HimachalPradeshElection2022', 'AssemblyElections2022']"
431,Alokanand11,"#MAA Sita ke janambhumi se hu.
@Tripathiipankaj series addicted hu, 
tweets personal thought hai. 
don't mind.","Sitamarhi, India",681,271,28023,25,"Himachal Pradesh CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022 https://t.co/OGWVvDXW7j",[]
,amitanandal88,Indian Journalist....News is life,"New Delhi, India",1220,1589,121687,25,"Himachal Pradesh CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022 https://t.co/OGWVvDXW7j",[]
432,ANI,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles https://t.co/eEMPAbi38k",India,0,7423125,609483,25,"Himachal Pradesh CM Jairam Thakur, his wife Sadhana Thakur &amp; daughters Chandrika Thakur &amp; Priyanka Thakur, offer prayers in Mandi, ahead of casting their votes for the state's #AssemblyElections2022 https://t.co/OGWVvDXW7j",['AssemblyElections2022']
,NewsX,"India's leading English News Channel and the #1 choice of the young, aspiring and urbane. LiveTV: https://t.co/CuxXTdteI6…",India,252,563680,386562,0,"#HimachalElection2022 | Voting begins across 68 seats in Himachal Pradesh Assembly polls.  Visuals from a polling station in Samirpur, Hamirpur.

#AssemblyElections2022 #WhosWinning2022 https://t.co/cYks4NZnyd","['HimachalElection2022', 'AssemblyElections2022', 'WhosWinning2022']"
433,ehsanbabaa,"Live in purnea city 
I'm Bachlor.....
stdy period....goining on...",Purnea,66,61,6285,9,"Himachal Pradesh | People cast their votes for the Assembly election across the state; visuals from polling booth number 12, Dharamshala

Voting is underway for 68 Assembly constituencies in Himachal Pradesh

#AssemblyElections2022 https://t.co/DoFl7GfDdS",[]
,ehsanbabaa,"Live in purnea city 
I'm Bachlor.....
stdy period....goining on...",Purnea,66,61,6285,5,"Voting for #HimachalPradeshElection2022 has begun. Visuals from a polling station in Samirpur, Hamirpur. 

#AssemblyElections2022 https://t.co/P2iZwhcUv6","['HimachalPradeshElection2022', 'AssemblyElections2022']"
434,sourabhAAP,Insignificant me with significant voice #AAP  #Traveller,twitter,3347,4557,444889,9,"Himachal Pradesh | People cast their votes for the Assembly election across the state; visuals from polling booth number 12, Dharamshala

Voting is underway for 68 Assembly constituencies in Himachal Pradesh

#AssemblyElections2022 https://t.co/DoFl7GfDdS",[]
,ANI,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles https://t.co/eEMPAbi38k",India,0,7423125,609483,5,"Voting for #HimachalPradeshElection2022 has begun. Visuals from a polling station in Samirpur, Hamirpur. 

#AssemblyElections2022 https://t.co/P2iZwhcUv6","['HimachalPradeshElection2022', 'AssemblyElections2022']"
435,RaniJoshi16,"देशहित सर्वोपरि।
पत्रकार - मेरे अपने विचार चैनल के नहीं 🙏
राजस्थानी म्हारी पिछाण।।
Tv Journalist - @news18india ex @newsindia24x7_","Noida, India",128,7533,5399,9,"Himachal Pradesh | People cast their votes for the Assembly election across the state; visuals from polling booth number 12, Dharamshala

Voting is underway for 68 Assembly constituencies in Himachal Pradesh

#AssemblyElections2022 https://t.co/DoFl7GfDdS",[]
,surindertiwari,"Proud ex Indian Airforce.
 Retweets and even likes are not endorsement. Hindu who respect all religions. yes I exist. Hate Fanatics and bigotry",,1469,1311,116635,9,"Himachal Pradesh | People cast their votes for the Assembly election across the state; visuals from polling booth number 12, Dharamshala

Voting is underway for 68 Assembly constituencies in Himachal Pradesh

#AssemblyElections2022 https://t.co/DoFl7GfDdS",[]
436,ANI,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles https://t.co/eEMPAbi38k",India,0,7423125,609483,9,"Himachal Pradesh | People cast their votes for the Assembly election across the state; visuals from polling booth number 12, Dharamshala

Voting is underway for 68 Assembly constituencies in Himachal Pradesh

#AssemblyElections2022 https://t.co/DoFl7GfDdS",['AssemblyElections2022']
,KarattarG,"Born Tamilan.,
Proud to be an Indian.,
Kongunattukaran 
முத்துவேல் முருகன் துணை.....
வளமான தமிழகம் !! 
வலிமையான பாரதம்!!!",,492,248,10314,18,"Congress 3nd list of Candidate for upcoming #GujaratElections2022    

#AssemblyPolls2022     #AssemblyElections2022 #GujaratAssemblyPolls #GujaratElections https://t.co/7sQpGdk8Z1","['GujaratElections2022', 'AssemblyPolls2022', 'AssemblyElections2022']"
437,an77196449,Proud to Be an Indian 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,,516,211,25994,2,"PM Modi inaugurates new terminal of #bengaluruairport 

Himachal Pradesh #AssemblyElections2022 tomorrow

All #RajivGandhiAssassinationCase convicts released

Vice President to attend ASEAN-India Summit tomorrow

'The News'

Watch: https://t.co/GkB8xL4ytZ https://t.co/62ZVDPOolK","['bengaluruairport', 'AssemblyElections2022']"
,TirupatiBeher16,Social Service Ethusiastic,,18,2,167,18,"Congress 3nd list of Candidate for upcoming #GujaratElections2022    

#AssemblyPolls2022     #AssemblyElections2022 #GujaratAssemblyPolls #GujaratElections https://t.co/7sQpGdk8Z1","['GujaratElections2022', 'AssemblyPolls2022', 'AssemblyElections2022']"
438,ArshadJ01664744,Indian National Congress.                                 Indian Youth Congress.                                 AllIndian Mahila Congress.,New Bihar India,4999,757,122941,18,"Congress 3nd list of Candidate for upcoming #GujaratElections2022    

#AssemblyPolls2022     #AssemblyElections2022 #GujaratAssemblyPolls #GujaratElections https://t.co/7sQpGdk8Z1","['GujaratElections2022', 'AssemblyPolls2022', 'AssemblyElections2022']"
,ArshadJ01664744,Indian National Congress.                                 Indian Youth Congress.                                 AllIndian Mahila Congress.,New Bihar India,4999,757,122941,3,"Election Commission Schedule for Bye-election in 15-Khatauli Assembly Constituency of Uttar Pradesh

#AssemblyElections2022 https://t.co/ik66ugPefo",['AssemblyElections2022']
439,ArshadJ01664744,Indian National Congress.                                 Indian Youth Congress.                                 AllIndian Mahila Congress.,New Bihar India,4999,757,122941,4,"BJP Candidate list for Upcoming #GujaratElections2022 (3/3)

#AssemblyPolls2022 #AssemblyElections2022 #GujaratElections #GujaratAssemblyPolls https://t.co/1XfLsPMAM5","['GujaratElections2022', 'AssemblyPolls2022', 'AssemblyElections2022', 'GujaratElections']"
,ArshadJ01664744,Indian National Congress.                                 Indian Youth Congress.                                 AllIndian Mahila Congress.,New Bihar India,4999,757,122941,5,"BJP Candidate list for Upcoming #GujaratElections2022 (2/3)

#AssemblyPolls2022 #AssemblyElections2022 #GujaratElections #GujaratAssemblyPolls https://t.co/hwo79Q7cuk","['GujaratElections2022', 'AssemblyPolls2022', 'AssemblyElections2022', 'GujaratElections']"
440,DeccanHerald,"Bengaluru & Karnataka's leading news daily for over 74 years. Authentic, definitive, and fresh: like your morning filter coffee. Got a story? Tweet or DM us.",India,133,99927,358741,0,"With the voting for #HimachalPradesh Assembly polls commencing today, let us take a look at how “star campaigners” of the three main contestants - #BJP, #Congress and #AAP - appealed to voters in the hilly state. #AssemblyElections2022 

Read more: https://t.co/NZlU1bDxRS","['HimachalPradesh', 'BJP', 'Congress', 'AAP', 'AssemblyElections2022']"
,Mayuri90152266,,,10,11,1053,63,"Hindu Tej Jago!

If voted to power, we will implement the Uniform Civil Code (UCC) in #HimachalPradesh ! - #BJP

The Government should implement the UCC across the country!

Visit 🌐 https://t.co/dbFL7Dbl8O

#BJPManifesto #HPElection
#UniformCivilCode4India #AssemblyElections2022 https://t.co/hC0mSDtQzx","['HimachalPradesh', 'BJP']"
441,Binoy_R,"Tweets personal. RTs not endorsement.
#JaiCongress 
@INCIndia 
@IYC 
@UWCforYouth
@INCSMVolunteers",India,8730,10467,161895,20,"Congress 2nd list of Candidate for upcoming #GujaratElections2022 

#AssemblyPolls2022 #AssemblyElections2022 #GujaratAssemblyPolls #GujaratElections https://t.co/WSsH8APzKd","['GujaratElections2022', 'AssemblyPolls2022', 'AssemblyElections2022']"
,JaySinghINC,किसान पुत्र | True Indian National Congress Worker | RahulGandhi ❤️ | Only ✋,"Union Of States, India",669,1564,114205,18,"Congress 3nd list of Candidate for upcoming #GujaratElections2022    

#AssemblyPolls2022     #AssemblyElections2022 #GujaratAssemblyPolls #GujaratElections https://t.co/7sQpGdk8Z1","['GujaratElections2022', 'AssemblyPolls2022', 'AssemblyElections2022']"
442,lalafekubaba,"संघी,CongRSS no FB अश्लीलता,धर्म का अपमान,भड़काऊ fake ट्वीट में tag न करे,RT not endorsement. Proud Aapia,fan of @ArvindKejriwal @msisodia @AamAadmiParty",India मेरी जान,5386,5194,209917,6,"Who is winning Gujarat Assembly Elections?

#GujaratElections2022 
#AssemblyElections2022 
#GoodGovernance 
#honestpolitics
#arvindkejriwalschoolofpolitics","['GujaratElections2022', 'AssemblyElections2022', 'GoodGovernance', 'honestpolitics']"
,Stanalb,"Born Congressi, SM Volunteer #TRN #CTF #CTF-MAH #Level 3 #WITHRG  #WC #CSK Staunch supporter of Congress and RG Rt=Not Endorsements","Mumbai, Union Of India",15313,20478,388612,20,"Congress 2nd list of Candidate for upcoming #GujaratElections2022 

#AssemblyPolls2022 #AssemblyElections2022 #GujaratAssemblyPolls #GujaratElections https://t.co/WSsH8APzKd","['GujaratElections2022', 'AssemblyPolls2022', 'AssemblyElections2022']"
443,ThePollcast,The Pollcast is a well-known #political_consulting and #advisory_organization. We envision a world where democracy and freedom prevails with dignity for all.,"Noida, Delhi NCR",51,61,386,0,"Legislative Assembly elections are scheduled to be held in Himachal Pradesh on 12 November 2022 to elect 68 members of the Himachal Pradesh Legislative Assembly. 
#HimachalPradeshElections #HimachalPradeshElections #HimachalPradesh #AssemblyElections2022 https://t.co/7PXa5v8V9L","['HimachalPradeshElections', 'HimachalPradeshElections', 'HimachalPradesh', 'AssemblyElections2022']"
,lm_himanshu,Bhaktivist.,,412,104,25430,2,"PM Modi inaugurates new terminal of #bengaluruairport 

Himachal Pradesh #AssemblyElections2022 tomorrow

All #RajivGandhiAssassinationCase convicts released

Vice President to attend ASEAN-India Summit tomorrow

'The News'

Watch: https://t.co/GkB8xL4ytZ https://t.co/62ZVDPOolK","['bengaluruairport', 'AssemblyElections2022']"
444,sansad_tv,Sansad Television is the Parliamentary channel of India. It was created in 2021 by merging Lok Sabha Television and Rajya Sabha Television.,,326,57461,12506,2,"PM Modi inaugurates new terminal of #bengaluruairport 

Himachal Pradesh #AssemblyElections2022 tomorrow

All #RajivGandhiAssassinationCase convicts released

Vice President to attend ASEAN-India Summit tomorrow

'The News'

Watch: https://t.co/GkB8xL4ytZ https://t.co/62ZVDPOolK","['bengaluruairport', 'AssemblyElections2022', 'RajivGandhiAssassinationCase']"
,prant_mundra,,"Gujarat, India",65,1943,390,72,"Are You Ready For #Assembly Elections?
@bhavyagandhii 

#GujaratElections2022 #Gujarat #BhavyaGandhi #VoterHelplineApp #AssemblyElections2022 #GoVote #EveryVoteCounts https://t.co/6ewOqrPR1o","['Assembly', 'GujaratElections2022', 'Gujarat', 'BhavyaGandhi', 'VoterHelplineApp']"
